origin_code,destination_code,airline_code,flight_number,cabin_class,price,currency,departure_date,days_until_dep,day_of_week,month,week_of_year,is_holiday,is_weekend,seats_available,recorded_at,is_live
DEL,CCU,9I,HIST-000,Economy,6621,INR,2024-01-20,14,5,1,3,False,True,50,2024-01-06 00:00:00,False
DEL,HYD,I5,HIST-000,Economy,9180,INR,2023-06-01,14,3,6,22,False,False,50,2023-05-18 00:00:00,False
JAI,GAU,AI,HIST-000,Economy,8907,INR,2024-05-05,14,6,5,18,False,True,50,2024-04-21 00:00:00,False
PNQ,BBI,6E,HIST-000,Economy,10664,INR,2023-12-19,14,1,12,51,False,False,50,2023-12-05 00:00:00,False
GAU,PNQ,6E,HIST-000,Economy,10843,INR,2023-10-09,14,0,10,41,False,False,50,2023-09-25 00:00:00,False
NAG,COK,6E,HIST-000,Economy,13930,INR,2023-03-06,14,0,3,10,False,False,50,2023-02-20 00:00:00,False
IDR,GAU,AI,HIST-000,Economy,11672,INR,2023-07-06,14,3,7,27,False,False,50,2023-06-22 00:00:00,False
COK,HYD,6E,HIST-000,Economy,4115,INR,2023-09-18,14,0,9,38,False,False,50,2023-09-04 00:00:00,False
DEL,GAU,9I,HIST-000,Economy,7233,INR,2025-05-13,14,1,5,20,False,False,50,2025-04-29 00:00:00,False
CCU,HYD,9I,HIST-000,Economy,9757,INR,2025-01-12,14,6,1,2,False,True,50,2024-12-29 00:00:00,False
JAI,BOM,QP,HIST-000,Economy,14376,INR,2025-04-11,14,4,4,15,False,False,50,2025-03-28 00:00:00,False
LKO,IDR,6E,HIST-000,Economy,11849,INR,2024-04-26,14,4,4,17,False,False,50,2024-04-12 00:00:00,False
STV,DEL,G8,HIST-000,Economy,9773,INR,2024-05-26,14,6,5,21,False,True,50,2024-05-12 00:00:00,False
AMD,BOM,SG,HIST-000,Economy,11683,INR,2024-02-08,14,3,2,6,False,False,50,2024-01-25 00:00:00,False
VNS,BOM,G8,HIST-000,Economy,12063,INR,2023-04-26,14,2,4,17,False,False,50,2023-04-12 00:00:00,False
HYD,MAA,UK,HIST-000,Economy,13887,INR,2023-04-04,14,1,4,14,False,False,50,2023-03-21 00:00:00,False
JAI,IDR,UK,HIST-000,Economy,10723,INR,2024-01-18,14,3,1,3,False,False,50,2024-01-04 00:00:00,False
NAG,JAI,UK,HIST-000,Economy,9541,INR,2023-09-09,14,5,9,36,False,True,50,2023-08-26 00:00:00,False
NAG,DEL,9I,HIST-000,Economy,10263,INR,2023-02-13,14,0,2,7,False,False,50,2023-01-30 00:00:00,False
AMD,STV,G8,HIST-000,Economy,13049,INR,2025-07-01,14,1,7,27,False,False,50,2025-06-17 00:00:00,False
GAU,NAG,UK,HIST-000,Economy,10557,INR,2025-01-21,14,1,1,4,False,False,50,2025-01-07 00:00:00,False
GAU,VNS,G8,HIST-000,Economy,7144,INR,2023-12-01,14,4,12,48,False,False,50,2023-11-17 00:00:00,False
PNQ,HYD,SG,HIST-000,Economy,12729,INR,2025-09-14,14,6,9,37,False,True,50,2025-08-31 00:00:00,False
GAU,GOI,6E,HIST-000,Economy,8282,INR,2025-12-08,14,0,12,50,False,False,50,2025-11-24 00:00:00,False
RPR,IDR,S5,HIST-000,Economy,6891,INR,2023-06-22,14,3,6,25,False,False,50,2023-06-08 00:00:00,False
GOI,BOM,6E,HIST-000,Economy,3925,INR,2024-05-08,14,2,5,19,False,False,50,2024-04-24 00:00:00,False
IDR,COK,S5,HIST-000,Economy,13883,INR,2025-12-01,14,0,12,49,False,False,50,2025-11-17 00:00:00,False
BBI,RPR,2T,HIST-000,Economy,13552,INR,2023-06-28,14,2,6,26,False,False,50,2023-06-14 00:00:00,False
JAI,IDR,S5,HIST-000,Economy,13455,INR,2024-03-01,14,4,3,9,False,False,50,2024-02-16 00:00:00,False
MAA,GAU,G8,HIST-000,Economy,9657,INR,2024-11-28,14,3,11,48,False,False,50,2024-11-14 00:00:00,False
GOI,JAI,9I,HIST-000,Economy,10538,INR,2024-09-01,14,6,9,35,False,True,50,2024-08-18 00:00:00,False
LKO,PNQ,I5,HIST-000,Economy,3796,INR,2025-05-01,14,3,5,18,False,False,50,2025-04-17 00:00:00,False
VNS,PAT,SG,HIST-000,Economy,10332,INR,2023-04-25,14,1,4,17,False,False,50,2023-04-11 00:00:00,False
BBI,STV,QP,HIST-000,Economy,6338,INR,2023-06-04,14,6,6,22,False,True,50,2023-05-21 00:00:00,False
BLR,BBI,2T,HIST-000,Economy,8795,INR,2025-07-05,14,5,7,27,False,True,50,2025-06-21 00:00:00,False
RPR,JAI,I5,HIST-000,Economy,14763,INR,2023-11-14,14,1,11,46,False,False,50,2023-10-31 00:00:00,False
AMD,COK,AI,HIST-000,Economy,7457,INR,2024-02-13,14,1,2,7,False,False,50,2024-01-30 00:00:00,False
PAT,IDR,2T,HIST-000,Economy,10713,INR,2023-02-25,14,5,2,8,False,True,50,2023-02-11 00:00:00,False
PNQ,COK,9I,HIST-000,Economy,9575,INR,2025-05-07,14,2,5,19,False,False,50,2025-04-23 00:00:00,False
JAI,IDR,SG,HIST-000,Economy,11635,INR,2023-04-12,14,2,4,15,False,False,50,2023-03-29 00:00:00,False
MAA,PNQ,9I,HIST-000,Economy,10217,INR,2024-12-27,14,4,12,52,False,False,50,2024-12-13 00:00:00,False
MAA,DEL,QP,HIST-000,Economy,4066,INR,2025-09-21,14,6,9,38,False,True,50,2025-09-07 00:00:00,False
BOM,VNS,AI,HIST-000,Economy,4194,INR,2024-11-20,14,2,11,47,False,False,50,2024-11-06 00:00:00,False
HYD,RPR,6E,HIST-000,Economy,9443,INR,2025-06-10,14,1,6,24,False,False,50,2025-05-27 00:00:00,False
JAI,STV,S5,HIST-000,Economy,11423,INR,2025-10-13,14,0,10,42,False,False,50,2025-09-29 00:00:00,False
VNS,GOI,G8,HIST-000,Economy,10029,INR,2025-04-28,14,0,4,18,False,False,50,2025-04-14 00:00:00,False
GAU,BOM,I5,HIST-000,Economy,11822,INR,2023-09-14,14,3,9,37,False,False,50,2023-08-31 00:00:00,False
BLR,NAG,I5,HIST-000,Economy,5609,INR,2023-12-15,14,4,12,50,False,False,50,2023-12-01 00:00:00,False
MAA,DEL,S5,HIST-000,Economy,8397,INR,2024-08-09,14,4,8,32,False,False,50,2024-07-26 00:00:00,False
HYD,BLR,SG,HIST-000,Economy,8041,INR,2023-02-23,14,3,2,8,False,False,50,2023-02-09 00:00:00,False
IDR,BOM,S5,HIST-000,Economy,4507,INR,2023-09-05,14,1,9,36,False,False,50,2023-08-22 00:00:00,False
JAI,GAU,QP,HIST-000,Economy,12291,INR,2025-12-14,14,6,12,50,False,True,50,2025-11-30 00:00:00,False
BOM,CCU,S5,HIST-000,Economy,9970,INR,2025-04-06,14,6,4,14,False,True,50,2025-03-23 00:00:00,False
BLR,MAA,6E,HIST-000,Economy,13147,INR,2023-02-01,14,2,2,5,False,False,50,2023-01-18 00:00:00,False
MAA,HYD,G8,HIST-000,Economy,8849,INR,2024-03-07,14,3,3,10,False,False,50,2024-02-22 00:00:00,False
STV,PNQ,AI,HIST-000,Economy,8981,INR,2025-02-06,14,3,2,6,False,False,50,2025-01-23 00:00:00,False
PAT,GAU,AI,HIST-000,Economy,10132,INR,2023-03-15,14,2,3,11,False,False,50,2023-03-01 00:00:00,False
CCU,GAU,AI,HIST-000,Economy,4974,INR,2024-10-14,14,0,10,42,False,False,50,2024-09-30 00:00:00,False
PAT,BBI,UK,HIST-000,Economy,6897,INR,2025-12-20,14,5,12,51,False,True,50,2025-12-06 00:00:00,False
NAG,RPR,6E,HIST-000,Economy,11349,INR,2025-11-03,14,0,11,45,False,False,50,2025-10-20 00:00:00,False
DEL,CCU,SG,HIST-000,Economy,6901,INR,2024-05-21,14,1,5,21,False,False,50,2024-05-07 00:00:00,False
NAG,IDR,6E,HIST-000,Economy,14340,INR,2025-10-17,14,4,10,42,False,False,50,2025-10-03 00:00:00,False
VNS,GAU,SG,HIST-000,Economy,13278,INR,2024-03-14,14,3,3,11,False,False,50,2024-02-29 00:00:00,False
STV,NAG,G8,HIST-000,Economy,7545,INR,2024-09-02,14,0,9,36,False,False,50,2024-08-19 00:00:00,False
GAU,MAA,SG,HIST-000,Economy,9808,INR,2024-10-19,14,5,10,42,False,True,50,2024-10-05 00:00:00,False
LKO,BLR,9I,HIST-000,Economy,10818,INR,2024-11-14,14,3,11,46,False,False,50,2024-10-31 00:00:00,False
COK,BOM,QP,HIST-000,Economy,11730,INR,2025-06-28,14,5,6,26,False,True,50,2025-06-14 00:00:00,False
VNS,PAT,SG,HIST-000,Economy,13883,INR,2024-03-11,14,0,3,11,False,False,50,2024-02-26 00:00:00,False
BBI,PAT,QP,HIST-000,Economy,11220,INR,2025-10-07,14,1,10,41,False,False,50,2025-09-23 00:00:00,False
MAA,RPR,G8,HIST-000,Economy,5938,INR,2024-10-28,14,0,10,44,False,False,50,2024-10-14 00:00:00,False
IDR,HYD,G8,HIST-000,Economy,13004,INR,2025-11-15,14,5,11,46,False,True,50,2025-11-01 00:00:00,False
JAI,DEL,6E,HIST-000,Economy,9143,INR,2024-01-03,14,2,1,1,False,False,50,2023-12-20 00:00:00,False
BOM,STV,9I,HIST-000,Economy,15284,INR,2024-01-03,14,2,1,1,False,False,50,2023-12-20 00:00:00,False
IDR,GOI,QP,HIST-000,Economy,8293,INR,2023-08-08,14,1,8,32,False,False,50,2023-07-25 00:00:00,False
PNQ,GAU,6E,HIST-000,Economy,11048,INR,2023-11-25,14,5,11,47,False,True,50,2023-11-11 00:00:00,False
JAI,BLR,2T,HIST-000,Economy,7980,INR,2024-10-21,14,0,10,43,False,False,50,2024-10-07 00:00:00,False
VNS,RPR,UK,HIST-000,Economy,16215,INR,2023-03-13,14,0,3,11,False,False,50,2023-02-27 00:00:00,False
PAT,PNQ,QP,HIST-000,Economy,7958,INR,2023-03-28,14,1,3,13,False,False,50,2023-03-14 00:00:00,False
BBI,STV,SG,HIST-000,Economy,7390,INR,2025-11-18,14,1,11,47,False,False,50,2025-11-04 00:00:00,False
GOI,RPR,9I,HIST-000,Economy,3182,INR,2023-05-18,14,3,5,20,False,False,50,2023-05-04 00:00:00,False
DEL,BOM,I5,HIST-000,Economy,3350,INR,2023-02-28,14,1,2,9,False,False,50,2023-02-14 00:00:00,False
LKO,GAU,I5,HIST-000,Economy,9145,INR,2025-08-25,14,0,8,35,False,False,50,2025-08-11 00:00:00,False
DEL,JAI,2T,HIST-000,Economy,14477,INR,2024-08-17,14,5,8,33,False,True,50,2024-08-03 00:00:00,False
GAU,GOI,2T,HIST-000,Economy,5918,INR,2024-06-18,14,1,6,25,False,False,50,2024-06-04 00:00:00,False
HYD,RPR,6E,HIST-000,Economy,11857,INR,2023-01-11,14,2,1,2,False,False,50,2022-12-28 00:00:00,False
BLR,NAG,9I,HIST-000,Economy,3862,INR,2024-09-08,14,6,9,36,False,True,50,2024-08-25 00:00:00,False
AMD,HYD,6E,HIST-000,Economy,6150,INR,2024-05-22,14,2,5,21,False,False,50,2024-05-08 00:00:00,False
MAA,JAI,9I,HIST-000,Economy,8981,INR,2025-04-14,14,0,4,16,False,False,50,2025-03-31 00:00:00,False
VNS,IDR,9I,HIST-000,Economy,7052,INR,2023-12-21,14,3,12,51,False,False,50,2023-12-07 00:00:00,False
STV,LKO,I5,HIST-000,Economy,6384,INR,2025-09-16,14,1,9,38,False,False,50,2025-09-02 00:00:00,False
CCU,DEL,9I,HIST-000,Economy,11978,INR,2023-07-16,14,6,7,28,False,True,50,2023-07-02 00:00:00,False
AMD,RPR,9I,HIST-000,Economy,13472,INR,2025-04-11,14,4,4,15,False,False,50,2025-03-28 00:00:00,False
STV,HYD,6E,HIST-000,Economy,4163,INR,2025-07-26,14,5,7,30,False,True,50,2025-07-12 00:00:00,False
PNQ,CCU,SG,HIST-000,Economy,8146,INR,2024-03-27,14,2,3,13,False,False,50,2024-03-13 00:00:00,False
DEL,CCU,QP,HIST-000,Economy,12631,INR,2025-02-24,14,0,2,9,False,False,50,2025-02-10 00:00:00,False
NAG,HYD,UK,HIST-000,Economy,8536,INR,2025-11-14,14,4,11,46,False,False,50,2025-10-31 00:00:00,False
BOM,DEL,G8,HIST-000,Economy,5799,INR,2024-09-06,14,4,9,36,False,False,50,2024-08-23 00:00:00,False
BLR,BOM,G8,HIST-000,Economy,4613,INR,2024-08-12,14,0,8,33,False,False,50,2024-07-29 00:00:00,False
RPR,LKO,UK,HIST-000,Economy,7406,INR,2024-02-12,14,0,2,7,False,False,50,2024-01-29 00:00:00,False
COK,PNQ,G8,HIST-000,Economy,11066,INR,2025-01-16,14,3,1,3,False,False,50,2025-01-02 00:00:00,False
STV,JAI,6E,HIST-000,Economy,8000,INR,2023-11-17,14,4,11,46,False,False,50,2023-11-03 00:00:00,False
MAA,VNS,2T,HIST-000,Economy,8795,INR,2024-06-12,14,2,6,24,False,False,50,2024-05-29 00:00:00,False
BBI,IDR,G8,HIST-000,Economy,4332,INR,2024-11-14,14,3,11,46,False,False,50,2024-10-31 00:00:00,False
DEL,NAG,9I,HIST-000,Economy,16113,INR,2025-03-01,14,5,3,9,False,True,50,2025-02-15 00:00:00,False
VNS,NAG,G8,HIST-000,Economy,10774,INR,2023-11-06,14,0,11,45,False,False,50,2023-10-23 00:00:00,False
BLR,NAG,QP,HIST-000,Economy,7299,INR,2025-09-16,14,1,9,38,False,False,50,2025-09-02 00:00:00,False
MAA,LKO,I5,HIST-000,Economy,6386,INR,2023-03-16,14,3,3,11,False,False,50,2023-03-02 00:00:00,False
COK,JAI,G8,HIST-000,Economy,2609,INR,2023-03-19,14,6,3,11,False,True,50,2023-03-05 00:00:00,False
PNQ,BOM,AI,HIST-000,Economy,13566,INR,2023-02-07,14,1,2,6,False,False,50,2023-01-24 00:00:00,False
MAA,GOI,I5,HIST-000,Economy,11992,INR,2023-02-11,14,5,2,6,False,True,50,2023-01-28 00:00:00,False
BBI,GOI,QP,HIST-000,Economy,13310,INR,2024-08-03,14,5,8,31,False,True,50,2024-07-20 00:00:00,False
DEL,AMD,SG,HIST-000,Economy,14922,INR,2024-10-10,14,3,10,41,False,False,50,2024-09-26 00:00:00,False
PAT,VNS,I5,HIST-000,Economy,2889,INR,2023-05-02,14,1,5,18,False,False,50,2023-04-18 00:00:00,False
NAG,STV,AI,HIST-000,Economy,8466,INR,2024-08-17,14,5,8,33,False,True,50,2024-08-03 00:00:00,False
LKO,RPR,QP,HIST-000,Economy,3810,INR,2025-05-24,14,5,5,21,False,True,50,2025-05-10 00:00:00,False
VNS,JAI,SG,HIST-000,Economy,9490,INR,2025-01-17,14,4,1,3,False,False,50,2025-01-03 00:00:00,False
AMD,BOM,SG,HIST-000,Economy,8471,INR,2023-02-19,14,6,2,7,False,True,50,2023-02-05 00:00:00,False
CCU,BBI,QP,HIST-000,Economy,12499,INR,2023-01-13,14,4,1,2,False,False,50,2022-12-30 00:00:00,False
PAT,RPR,S5,HIST-000,Economy,9773,INR,2025-04-06,14,6,4,14,False,True,50,2025-03-23 00:00:00,False
HYD,DEL,2T,HIST-000,Economy,14341,INR,2023-03-07,14,1,3,10,False,False,50,2023-02-21 00:00:00,False
GOI,BLR,I5,HIST-000,Economy,7401,INR,2024-04-07,14,6,4,14,False,True,50,2024-03-24 00:00:00,False
PNQ,IDR,QP,HIST-000,Economy,10363,INR,2023-03-03,14,4,3,9,False,False,50,2023-02-17 00:00:00,False
HYD,IDR,G8,HIST-000,Economy,10798,INR,2023-02-05,14,6,2,5,False,True,50,2023-01-22 00:00:00,False
NAG,CCU,G8,HIST-000,Economy,9318,INR,2023-03-03,14,4,3,9,False,False,50,2023-02-17 00:00:00,False
RPR,AMD,S5,HIST-000,Economy,9102,INR,2024-08-09,14,4,8,32,False,False,50,2024-07-26 00:00:00,False
MAA,PNQ,6E,HIST-000,Economy,4097,INR,2025-06-09,14,0,6,24,False,False,50,2025-05-26 00:00:00,False
GAU,BOM,9I,HIST-000,Economy,11356,INR,2024-04-02,14,1,4,14,False,False,50,2024-03-19 00:00:00,False
GOI,NAG,6E,HIST-000,Economy,6649,INR,2025-11-07,14,4,11,45,False,False,50,2025-10-24 00:00:00,False
IDR,GOI,AI,HIST-000,Economy,6079,INR,2024-02-08,14,3,2,6,False,False,50,2024-01-25 00:00:00,False
HYD,NAG,6E,HIST-000,Economy,4483,INR,2023-10-17,14,1,10,42,False,False,50,2023-10-03 00:00:00,False
MAA,LKO,G8,HIST-000,Economy,7867,INR,2024-12-02,14,0,12,49,False,False,50,2024-11-18 00:00:00,False
STV,IDR,SG,HIST-000,Economy,2637,INR,2024-11-21,14,3,11,47,False,False,50,2024-11-07 00:00:00,False
AMD,BOM,SG,HIST-000,Economy,8466,INR,2023-01-28,14,5,1,4,False,True,50,2023-01-14 00:00:00,False
MAA,STV,S5,HIST-000,Economy,10770,INR,2024-02-02,14,4,2,5,False,False,50,2024-01-19 00:00:00,False
MAA,IDR,G8,HIST-000,Economy,4302,INR,2024-08-22,14,3,8,34,False,False,50,2024-08-08 00:00:00,False
RPR,PAT,2T,HIST-000,Economy,7157,INR,2023-07-17,14,0,7,29,False,False,50,2023-07-03 00:00:00,False
PNQ,NAG,SG,HIST-000,Economy,11427,INR,2025-11-04,14,1,11,45,False,False,50,2025-10-21 00:00:00,False
BLR,LKO,AI,HIST-000,Economy,5839,INR,2024-11-02,14,5,11,44,False,True,50,2024-10-19 00:00:00,False
PNQ,VNS,SG,HIST-000,Economy,7496,INR,2023-07-01,14,5,7,26,False,True,50,2023-06-17 00:00:00,False
RPR,COK,S5,HIST-000,Economy,11923,INR,2025-05-13,14,1,5,20,False,False,50,2025-04-29 00:00:00,False
NAG,VNS,6E,HIST-000,Economy,6100,INR,2023-11-17,14,4,11,46,False,False,50,2023-11-03 00:00:00,False
NAG,GAU,UK,HIST-000,Economy,12488,INR,2024-01-02,14,1,1,1,False,False,50,2023-12-19 00:00:00,False
BBI,GAU,9I,HIST-000,Economy,11574,INR,2024-06-07,14,4,6,23,False,False,50,2024-05-24 00:00:00,False
BBI,JAI,UK,HIST-000,Economy,11565,INR,2023-06-28,14,2,6,26,False,False,50,2023-06-14 00:00:00,False
IDR,HYD,I5,HIST-000,Economy,10682,INR,2023-01-14,14,5,1,2,False,True,50,2022-12-31 00:00:00,False
CCU,BOM,QP,HIST-000,Economy,5947,INR,2025-04-18,14,4,4,16,False,False,50,2025-04-04 00:00:00,False
DEL,GOI,SG,HIST-000,Economy,12137,INR,2025-07-24,14,3,7,30,False,False,50,2025-07-10 00:00:00,False
GOI,PNQ,G8,HIST-000,Economy,4906,INR,2024-02-07,14,2,2,6,False,False,50,2024-01-24 00:00:00,False
GAU,DEL,AI,HIST-000,Economy,9788,INR,2023-10-24,14,1,10,43,False,False,50,2023-10-10 00:00:00,False
JAI,GAU,6E,HIST-000,Economy,5948,INR,2023-02-05,14,6,2,5,False,True,50,2023-01-22 00:00:00,False
LKO,JAI,AI,HIST-000,Economy,13032,INR,2024-06-26,14,2,6,26,False,False,50,2024-06-12 00:00:00,False
PAT,IDR,S5,HIST-000,Economy,7281,INR,2023-11-24,14,4,11,47,False,False,50,2023-11-10 00:00:00,False
PNQ,GAU,UK,HIST-000,Economy,8504,INR,2024-03-10,14,6,3,10,False,True,50,2024-02-25 00:00:00,False
RPR,VNS,2T,HIST-000,Economy,6848,INR,2024-07-17,14,2,7,29,False,False,50,2024-07-03 00:00:00,False
BBI,GAU,AI,HIST-000,Economy,12742,INR,2025-08-21,14,3,8,34,False,False,50,2025-08-07 00:00:00,False
NAG,BLR,S5,HIST-000,Economy,13017,INR,2025-01-16,14,3,1,3,False,False,50,2025-01-02 00:00:00,False
NAG,AMD,I5,HIST-000,Economy,7428,INR,2024-03-08,14,4,3,10,False,False,50,2024-02-23 00:00:00,False
CCU,DEL,SG,HIST-000,Economy,11824,INR,2025-07-23,14,2,7,30,False,False,50,2025-07-09 00:00:00,False
VNS,STV,AI,HIST-000,Economy,11187,INR,2025-09-05,14,4,9,36,False,False,50,2025-08-22 00:00:00,False
CCU,COK,QP,HIST-000,Economy,8588,INR,2025-08-17,14,6,8,33,False,True,50,2025-08-03 00:00:00,False
NAG,GAU,AI,HIST-000,Economy,8449,INR,2024-03-26,14,1,3,13,False,False,50,2024-03-12 00:00:00,False
VNS,BBI,I5,HIST-000,Economy,10849,INR,2024-03-16,14,5,3,11,False,True,50,2024-03-02 00:00:00,False
PAT,VNS,2T,HIST-000,Economy,3137,INR,2023-10-13,14,4,10,41,False,False,50,2023-09-29 00:00:00,False
RPR,LKO,QP,HIST-000,Economy,4231,INR,2024-11-18,14,0,11,47,False,False,50,2024-11-04 00:00:00,False
NAG,STV,G8,HIST-000,Economy,8240,INR,2023-02-17,14,4,2,7,False,False,50,2023-02-03 00:00:00,False
CCU,IDR,9I,HIST-000,Economy,8132,INR,2023-05-10,14,2,5,19,False,False,50,2023-04-26 00:00:00,False
VNS,PAT,9I,HIST-000,Economy,5031,INR,2023-12-11,14,0,12,50,False,False,50,2023-11-27 00:00:00,False
BBI,NAG,9I,HIST-000,Economy,5060,INR,2024-09-02,14,0,9,36,False,False,50,2024-08-19 00:00:00,False
BLR,LKO,I5,HIST-000,Economy,11241,INR,2025-07-16,14,2,7,29,False,False,50,2025-07-02 00:00:00,False
COK,BOM,UK,HIST-000,Economy,15629,INR,2025-11-09,14,6,11,45,False,True,50,2025-10-26 00:00:00,False
JAI,PAT,G8,HIST-000,Economy,7892,INR,2024-11-17,14,6,11,46,False,True,50,2024-11-03 00:00:00,False
RPR,LKO,9I,HIST-000,Economy,3375,INR,2024-08-21,14,2,8,34,False,False,50,2024-08-07 00:00:00,False
STV,VNS,SG,HIST-000,Economy,11383,INR,2025-01-22,14,2,1,4,False,False,50,2025-01-08 00:00:00,False
BLR,PAT,2T,HIST-000,Economy,9639,INR,2024-07-08,14,0,7,28,False,False,50,2024-06-24 00:00:00,False
AMD,VNS,AI,HIST-000,Economy,10293,INR,2024-03-14,14,3,3,11,False,False,50,2024-02-29 00:00:00,False
JAI,PNQ,G8,HIST-000,Economy,9556,INR,2023-03-28,14,1,3,13,False,False,50,2023-03-14 00:00:00,False
CCU,PNQ,S5,HIST-000,Economy,6202,INR,2025-02-26,14,2,2,9,False,False,50,2025-02-12 00:00:00,False
BBI,CCU,S5,HIST-000,Economy,8126,INR,2025-01-24,14,4,1,4,False,False,50,2025-01-10 00:00:00,False
PAT,STV,S5,HIST-000,Economy,7303,INR,2023-11-09,14,3,11,45,False,False,50,2023-10-26 00:00:00,False
STV,JAI,UK,HIST-000,Economy,4531,INR,2023-07-06,14,3,7,27,False,False,50,2023-06-22 00:00:00,False
NAG,AMD,G8,HIST-000,Economy,4975,INR,2024-02-05,14,0,2,6,False,False,50,2024-01-22 00:00:00,False
BLR,BOM,S5,HIST-000,Economy,5160,INR,2024-01-24,14,2,1,4,False,False,50,2024-01-10 00:00:00,False
VNS,GOI,AI,HIST-000,Economy,6389,INR,2024-07-24,14,2,7,30,False,False,50,2024-07-10 00:00:00,False
IDR,BLR,6E,HIST-000,Economy,4657,INR,2025-01-06,14,0,1,2,False,False,50,2024-12-23 00:00:00,False
DEL,STV,UK,HIST-000,Economy,13403,INR,2025-07-25,14,4,7,30,False,False,50,2025-07-11 00:00:00,False
STV,AMD,S5,HIST-000,Economy,5944,INR,2024-04-26,14,4,4,17,False,False,50,2024-04-12 00:00:00,False
BBI,GAU,9I,HIST-000,Economy,6814,INR,2023-08-17,14,3,8,33,False,False,50,2023-08-03 00:00:00,False
PNQ,LKO,AI,HIST-000,Economy,11762,INR,2023-05-17,14,2,5,20,False,False,50,2023-05-03 00:00:00,False
PNQ,MAA,QP,HIST-000,Economy,15398,INR,2024-02-07,14,2,2,6,False,False,50,2024-01-24 00:00:00,False
GAU,MAA,2T,HIST-000,Economy,6348,INR,2025-03-08,14,5,3,10,False,True,50,2025-02-22 00:00:00,False
BBI,CCU,S5,HIST-000,Economy,7812,INR,2025-09-05,14,4,9,36,False,False,50,2025-08-22 00:00:00,False
NAG,PNQ,QP,HIST-000,Economy,9474,INR,2023-01-16,14,0,1,3,False,False,50,2023-01-02 00:00:00,False
COK,LKO,SG,HIST-000,Economy,10418,INR,2025-11-01,14,5,11,44,False,True,50,2025-10-18 00:00:00,False
NAG,VNS,2T,HIST-000,Economy,5411,INR,2023-12-02,14,5,12,48,False,True,50,2023-11-18 00:00:00,False
HYD,GAU,G8,HIST-000,Economy,6630,INR,2023-08-06,14,6,8,31,False,True,50,2023-07-23 00:00:00,False
BLR,AMD,UK,HIST-000,Economy,13282,INR,2025-05-02,14,4,5,18,False,False,50,2025-04-18 00:00:00,False
COK,GAU,G8,HIST-000,Economy,3511,INR,2025-01-27,14,0,1,5,False,False,50,2025-01-13 00:00:00,False
DEL,RPR,6E,HIST-000,Economy,10333,INR,2024-07-15,14,0,7,29,False,False,50,2024-07-01 00:00:00,False
BLR,JAI,AI,HIST-000,Economy,10818,INR,2024-07-13,14,5,7,28,False,True,50,2024-06-29 00:00:00,False
AMD,BBI,AI,HIST-000,Economy,8823,INR,2023-07-22,14,5,7,29,False,True,50,2023-07-08 00:00:00,False
PAT,COK,AI,HIST-000,Economy,7074,INR,2025-01-06,14,0,1,2,False,False,50,2024-12-23 00:00:00,False
BBI,PAT,S5,HIST-000,Economy,13605,INR,2024-05-15,14,2,5,20,False,False,50,2024-05-01 00:00:00,False
STV,RPR,G8,HIST-000,Economy,8983,INR,2024-09-12,14,3,9,37,False,False,50,2024-08-29 00:00:00,False
NAG,LKO,SG,HIST-000,Economy,8784,INR,2025-10-08,14,2,10,41,False,False,50,2025-09-24 00:00:00,False
MAA,STV,S5,HIST-000,Economy,5807,INR,2024-01-24,14,2,1,4,False,False,50,2024-01-10 00:00:00,False
HYD,GOI,G8,HIST-000,Economy,11970,INR,2024-05-26,14,6,5,21,False,True,50,2024-05-12 00:00:00,False
BOM,BLR,AI,HIST-000,Economy,5800,INR,2023-07-04,14,1,7,27,False,False,50,2023-06-20 00:00:00,False
GAU,COK,AI,HIST-000,Economy,16735,INR,2023-03-28,14,1,3,13,False,False,50,2023-03-14 00:00:00,False
BBI,BOM,SG,HIST-000,Economy,9805,INR,2023-05-12,14,4,5,19,False,False,50,2023-04-28 00:00:00,False
GOI,IDR,SG,HIST-000,Economy,10837,INR,2025-12-20,14,5,12,51,False,True,50,2025-12-06 00:00:00,False
COK,PNQ,I5,HIST-000,Economy,4999,INR,2023-07-14,14,4,7,28,False,False,50,2023-06-30 00:00:00,False
GAU,VNS,6E,HIST-000,Economy,7209,INR,2023-07-20,14,3,7,29,False,False,50,2023-07-06 00:00:00,False
MAA,PNQ,6E,HIST-000,Economy,12671,INR,2023-12-26,14,1,12,52,False,False,50,2023-12-12 00:00:00,False
BOM,IDR,6E,HIST-000,Economy,9891,INR,2025-01-28,14,1,1,5,False,False,50,2025-01-14 00:00:00,False
DEL,STV,9I,HIST-000,Economy,9301,INR,2023-03-03,14,4,3,9,False,False,50,2023-02-17 00:00:00,False
BBI,GOI,SG,HIST-000,Economy,11464,INR,2024-08-04,14,6,8,31,False,True,50,2024-07-21 00:00:00,False
DEL,NAG,AI,HIST-000,Economy,11063,INR,2023-08-20,14,6,8,33,False,True,50,2023-08-06 00:00:00,False
PNQ,HYD,UK,HIST-000,Economy,11776,INR,2025-09-01,14,0,9,36,False,False,50,2025-08-18 00:00:00,False
PAT,LKO,AI,HIST-000,Economy,3131,INR,2023-06-06,14,1,6,23,False,False,50,2023-05-23 00:00:00,False
IDR,JAI,UK,HIST-000,Economy,13678,INR,2025-11-19,14,2,11,47,False,False,50,2025-11-05 00:00:00,False
CCU,COK,S5,HIST-000,Economy,14721,INR,2025-11-09,14,6,11,45,False,True,50,2025-10-26 00:00:00,False
